year,player,wins,losses,games_played,saves,hits,strikeouts,wild_pitches,runs_allowed,teams
1920,Dolf Luque,13,9,37,1,168,72,2,65,['Cincinnati Reds']
1920,Dutch Leonard,10,17,28,0,192,76,13,107,['Detroit Tigers']
1920,Eppa Rixey,11,22,41,2,288,109,8,137,['Philadelphia Phillies']
1920,George Uhle,4,5,27,1,98,27,2,52,['Cleveland Indians']
1920,Herb Pennock,16,13,37,2,244,68,2,108,['Boston Red Sox']
1920,Jack Quinn,18,10,41,3,271,101,5,110,['New York Yankees']
1920,Jesse Haines,13,20,47,2,303,120,5,136,['St. Louis Cardinals']
1920,Jim Bagby,31,12,48,0,338,73,6,122,['Cleveland Indians']
1920,Pete Alexander,27,14,46,5,335,173,3,96,['Chicago Cubs']
1920,Red Faber,23,13,40,1,332,108,4,136,['Chicago White Sox']
1920,Rube Marquard,10,7,28,0,181,89,5,83,['Brooklyn Robins']
1920,Sad Sam Jones,13,16,37,0,302,86,6,143,['Boston Red Sox']
1920,Tom Zachary,15,16,44,2,289,53,9,141,['Washington Senators']
1920,Waite Hoyt,6,6,22,1,123,45,3,72,['Boston Red Sox']
1920,Walter Johnson,8,10,21,3,135,78,5,68,['Washington Senators']
1921,Babe Adams,14,5,25,0,155,55,0,57,['Pittsburgh Pirates']
1921,Bill Doak,15,6,32,1,224,83,5,85,['St. Louis Cardinals']
1921,Bullet Joe Bush,16,9,37,1,244,96,7,111,['Boston Red Sox']
1921,Burleigh Grimes,22,13,37,0,313,136,6,120,['Brooklyn Robins']
1921,Clarence Mitchell,11,9,37,2,206,39,2,91,['Brooklyn Robins']
1921,Dolf Luque,17,19,41,3,318,102,2,132,['Cincinnati Reds']
1921,Dutch Leonard,11,13,36,1,273,120,7,125,['Detroit Tigers']
1921,Eppa Rixey,19,18,40,1,324,76,6,128,['Cincinnati Reds']
1921,George Uhle,16,13,41,2,288,63,3,132,['Cleveland Indians']
1921,Herb Pennock,12,14,32,0,268,91,0,121,['Boston Red Sox']
1921,Jack Quinn,8,7,33,0,158,44,2,61,['New York Yankees']
1921,Jesse Haines,18,12,37,0,261,84,2,112,['St. Louis Cardinals']
1921,Jim Bagby,14,12,40,4,238,37,0,112,['Cleveland Indians']
1921,Pete Alexander,15,13,31,1,286,77,1,110,['Chicago Cubs']
1921,Red Faber,25,15,43,1,293,124,5,107,['Chicago White Sox']
1921,Rube Marquard,17,14,39,0,291,88,5,123,['Cincinnati Reds']
1921,Sad Sam Jones,23,16,40,1,318,98,1,122,['Boston Red Sox']
1921,Tom Zachary,18,16,39,1,314,53,1,130,['Washington Senators']
1921,Waite Hoyt,19,13,43,3,301,102,3,121,['New York Yankees']
1921,Walter Johnson,17,14,35,1,265,143,7,122,['Washington Senators']
1922,Babe Adams,8,11,27,0,191,39,1,77,['Pittsburgh Pirates']
1922,Bill Doak,11,13,37,2,222,73,5,127,['St. Louis Cardinals']
1922,Bullet Joe Bush,26,7,39,3,240,92,5,109,['New York Yankees']
1922,Burleigh Grimes,17,14,36,1,324,99,6,157,['Brooklyn Robins']
1922,Clarence Mitchell,0,3,5,0,28,1,0,24,['Brooklyn Robins']
1922,Dazzy Vance,18,12,36,0,259,134,5,122,['Brooklyn Robins']
1922,Dolf Luque,13,23,39,0,266,79,4,123,['Cincinnati Reds']
1922,Eppa Rixey,25,13,40,0,337,80,3,146,['Cincinnati Reds']
1922,George Uhle,22,16,50,3,328,82,6,147,['Cleveland Indians']
1922,Herb Pennock,10,17,32,1,230,59,7,108,['Boston Red Sox']
1922,Jack Quinn,13,16,40,0,263,67,3,119,['Boston Red Sox']
1922,Jesse Haines,11,9,29,0,207,62,3,103,['St. Louis Cardinals']
1922,Jim Bagby,4,5,25,1,134,25,0,77,['Cleveland Indians']
1922,Pete Alexander,16,13,33,1,283,48,4,111,['Chicago Cubs']
1922,Red Faber,21,17,43,2,334,148,2,128,['Chicago White Sox']
1922,Rube Marquard,11,15,39,1,255,57,3,131,['Boston Braves']
1922,Sad Sam Jones,13,13,45,8,270,81,4,132,['New York Yankees']
1922,Syl Johnson,7,3,29,1,99,29,2,52,['Detroit Tigers']
1922,Tom Zachary,15,10,32,1,190,37,5,74,['Washington Senators']
1922,Waite Hoyt,19,12,37,0,271,95,5,114,['New York Yankees']
1922,Walter Johnson,15,16,41,4,283,105,3,115,['Washington Senators']
1923,Babe Adams,13,7,26,1,196,38,1,83,['Pittsburgh Pirates']
1923,Bill Doak,8,13,30,0,199,53,2,85,['St. Louis Cardinals']
1923,Bullet Joe Bush,19,15,37,0,263,125,12,115,['New York Yankees']
1923,Burleigh Grimes,21,18,39,0,356,119,6,165,['Brooklyn Robins']
1923,Charlie Root,0,4,27,0,68,27,1,45,['St. Louis Browns']
1923,Clarence Mitchell,9,10,29,0,170,41,2,93,['Philadelphia Phillies']
1923,Dazzy Vance,18,15,37,0,263,197,5,127,['Brooklyn Robins']
1923,Dolf Luque,27,8,41,2,279,151,4,90,['Cincinnati Reds']
1923,Earl Whitehill,2,0,8,0,22,19,1,14,['Detroit Tigers']
1923,Eppa Rixey,20,15,42,1,334,97,6,124,['Cincinnati Reds']
1923,George Uhle,26,16,54,5,378,109,3,167,['Cleveland Indians']
1923,Guy Bush,0,0,1,0,1,2,0,0,['Chicago Cubs']
1923,Herb Pennock,19,6,35,3,235,93,1,86,['New York Yankees']
1923,Jack Quinn,13,17,42,7,302,71,1,125,['Boston Red Sox']
1923,Jesse Haines,20,13,37,0,283,73,5,125,['St. Louis Cardinals']
1923,Jim Bagby,3,2,21,3,95,16,0,49,['Pittsburgh Pirates']
1923,Pete Alexander,22,12,39,2,308,72,2,128,['Chicago Cubs']
1923,Red Faber,14,11,32,0,233,91,5,114,['Chicago White Sox']
1923,Rube Marquard,11,14,38,0,265,78,1,127,['Boston Braves']
1923,Sad Sam Jones,21,8,39,4,239,68,3,114,['New York Yankees']
1923,Syl Johnson,12,7,37,0,181,93,3,82,['Detroit Tigers']
1923,Ted Lyons,2,1,9,0,30,6,3,21,['Chicago White Sox']
1923,Tom Zachary,10,16,35,0,270,40,1,117,['Washington Senators']
1923,Waite Hoyt,17,9,37,1,227,60,1,97,['New York Yankees']
1923,Walter Johnson,17,12,42,4,263,130,2,112,['Washington Senators']
1924,Babe Adams,3,1,9,0,31,5,1,5,['Pittsburgh Pirates']
1924,Bill Doak,13,6,32,3,155,39,2,66,"['Brooklyn Robins', 'St. Louis Cardinals']"
1924,Bullet Joe Bush,17,16,39,1,262,80,7,117,['New York Yankees']
1924,Burleigh Grimes,22,13,38,1,351,135,5,161,['Brooklyn Robins']
1924,Clarence Mitchell,6,13,30,1,223,36,9,113,['Philadelphia Phillies']
1924,Dazzy Vance,28,6,35,0,238,262,4,89,['Brooklyn Robins']
1924,Dolf Luque,10,15,31,0,229,86,1,99,['Cincinnati Reds']
1924,Dutch Leonard,3,2,9,1,68,26,1,32,['Detroit Tigers']
1924,Earl Whitehill,17,9,35,0,260,65,0,125,['Detroit Tigers']
1924,Eppa Rixey,15,14,35,1,219,57,3,86,['Cincinnati Reds']
1924,George Uhle,9,15,28,1,238,57,5,134,['Cleveland Indians']
1924,Guy Bush,2,5,16,0,91,36,2,51,['Chicago Cubs']
1924,Herb Pennock,21,9,40,3,302,101,4,104,['New York Yankees']
1924,Jack Quinn,12,13,44,7,241,64,3,107,['Boston Red Sox']
1924,Jesse Haines,8,19,35,0,275,69,6,129,['St. Louis Cardinals']
1924,Nick Altrock,0,0,1,0,4,0,0,1,['Washington Senators']
1924,Pete Alexander,12,5,21,0,183,33,1,82,['Chicago Cubs']
1924,Red Faber,9,11,21,0,173,47,4,78,['Chicago White Sox']
1924,Red Ruffing,0,0,8,0,29,10,1,17,['Boston Red Sox']
1924,Rube Marquard,1,2,6,0,33,10,1,17,['Boston Braves']
1924,Sad Sam Jones,9,6,36,3,187,53,5,85,['New York Yankees']
1924,Syl Johnson,5,4,29,3,117,55,1,63,['Detroit Tigers']
1924,Ted Lyons,12,11,41,3,279,52,4,143,['Chicago White Sox']
1924,Tom Zachary,15,9,33,2,198,45,2,74,['Washington Senators']
1924,Waite Hoyt,18,13,46,4,295,71,1,117,['New York Yankees']
1924,Walter Johnson,23,7,38,0,233,158,4,97,['Washington Senators']
1925,Babe Adams,6,5,33,3,129,18,0,67,['Pittsburgh Pirates']
1925,Bob Smith,5,3,13,0,110,19,1,51,['Boston Braves']
1925,Bullet Joe Bush,14,14,33,0,230,63,4,129,['St. Louis Browns']
1925,Burleigh Grimes,12,19,33,0,305,73,8,164,['Brooklyn Robins']
1925,Charles Bender,0,0,1,0,1,0,0,2,['Chicago White Sox']
1925,Clarence Mitchell,10,17,32,1,245,46,4,130,['Philadelphia Phillies']
1925,Dazzy Vance,22,9,31,0,247,221,3,115,['Brooklyn Robins']
1925,Dolf Luque,16,18,36,0,263,140,8,109,['Cincinnati Reds']
1925,Dutch Leonard,11,4,18,0,143,65,4,73,['Detroit Tigers']
1925,Earl Whitehill,11,11,35,2,267,83,2,135,['Detroit Tigers']
1925,Eppa Rixey,21,11,39,1,302,69,1,109,['Cincinnati Reds']
1925,Freddie Fitzsimmons,6,3,10,0,70,17,0,25,['New York Giants']
1925,George Uhle,13,11,29,0,218,68,5,118,['Cleveland Indians']
1925,Guy Bush,6,13,42,4,213,76,1,102,['Chicago Cubs']
1925,Herb Pennock,16,17,47,2,267,88,3,117,['New York Yankees']
1925,Jack Quinn,13,11,37,0,259,43,2,124,"['Boston Red Sox', 'Philadelphia Athletics']"
1925,Jesse Haines,13,14,29,0,234,63,2,116,['St. Louis Cardinals']
1925,Lefty Grove,10,12,45,1,207,116,9,120,['Philadelphia Athletics']
1925,Pete Alexander,15,11,32,0,270,63,1,106,['Chicago Cubs']
1925,Red Faber,12,11,34,0,266,71,0,117,['Chicago White Sox']
1925,Red Ruffing,9,18,37,1,253,64,1,135,['Boston Red Sox']
1925,Rube Marquard,2,8,26,0,105,19,1,60,['Boston Braves']
1925,Sad Sam Jones,15,21,43,2,267,92,4,147,['New York Yankees']
1925,Syl Johnson,0,2,6,0,11,5,1,7,['Detroit Tigers']
1925,Ted Lyons,21,11,43,3,274,45,5,111,['Chicago White Sox']
1925,Tom Zachary,12,15,38,2,247,58,1,112,['Washington Senators']
1925,Waite Hoyt,11,14,46,6,283,86,5,124,['New York Yankees']
1925,Walter Johnson,20,7,30,0,217,108,1,95,['Washington Senators']
1926,Babe Adams,2,3,19,3,51,7,0,32,['Pittsburgh Pirates']
1926,Bob Smith,10,13,33,1,199,44,0,91,['Boston Braves']
1926,Bullet Joe Bush,7,14,31,3,180,65,0,99,"['Pittsburgh Pirates', 'Washington Senators']"
1926,Bump Hadley,0,0,1,0,6,0,0,5,['Washington Senators']
1926,Burleigh Grimes,12,13,30,0,238,64,4,114,['Brooklyn Robins']
1926,Charlie Root,18,17,42,2,267,127,1,104,['Chicago Cubs']
1926,Clarence Mitchell,9,14,28,1,232,52,3,111,['Philadelphia Phillies']
1926,Danny MacFayden,0,1,3,0,10,1,0,7,['Boston Red Sox']
1926,Dazzy Vance,9,10,24,1,172,140,1,80,['Brooklyn Robins']
1926,Dolf Luque,13,16,34,0,231,83,3,123,['Cincinnati Reds']
1926,Earl Whitehill,16,13,36,0,271,109,0,136,['Detroit Tigers']
1926,Eppa Rixey,14,8,37,0,231,61,2,104,['Cincinnati Reds']
1926,Freddie Fitzsimmons,14,10,37,0,224,48,3,90,['New York Giants']
1926,George Uhle,27,11,39,1,300,159,8,114,['Cleveland Indians']
1926,Guy Bush,13,9,35,2,149,32,1,58,['Chicago Cubs']
1926,Herb Pennock,23,11,40,2,294,78,6,133,['New York Yankees']
1926,Jack Quinn,10,11,31,1,191,58,1,74,['Philadelphia Athletics']
1926,Jesse Haines,13,4,33,1,186,46,4,76,['St. Louis Cardinals']
1926,Lefty Grove,13,13,45,6,227,194,5,97,['Philadelphia Athletics']
1926,Pete Alexander,12,10,30,2,191,47,0,83,"['St. Louis Cardinals', 'Chicago Cubs']"
1926,Red Faber,15,9,27,0,203,65,1,84,['Chicago White Sox']
1926,Red Ruffing,6,15,37,2,169,58,0,98,['Boston Red Sox']
1926,Sad Sam Jones,9,8,39,5,186,69,3,104,['New York Yankees']
1926,Syl Johnson,0,3,19,1,54,10,0,27,['St. Louis Cardinals']
1926,Ted Lyons,18,16,39,2,268,51,1,108,['Chicago White Sox']
1926,Tom Zachary,14,15,34,0,264,53,2,127,['St. Louis Browns']
1926,Waite Hoyt,16,12,40,4,224,79,2,112,['New York Yankees']
1926,Walter Johnson,15,16,33,0,259,125,2,120,['Washington Senators']
1926,Willis Hudlin,1,3,8,0,25,6,1,13,['Cleveland Indians']
1927,Bill Doak,11,8,27,0,153,32,0,73,['Brooklyn Robins']
1927,Bob Smith,10,18,41,3,297,81,1,132,['Boston Braves']
1927,Bullet Joe Bush,2,3,8,0,32,7,1,24,"['New York Giants', 'Pittsburgh Pirates']"
1927,Bump Hadley,14,6,30,0,177,60,4,72,['Washington Senators']
1927,Burleigh Grimes,19,8,39,2,274,102,4,116,['New York Giants']
1927,Charlie Root,26,15,48,2,296,145,3,148,['Chicago Cubs']
1927,Clarence Mitchell,6,3,13,0,99,17,3,44,['Philadelphia Phillies']
1927,Danny MacFayden,5,8,34,2,176,42,0,88,['Boston Red Sox']
1927,Dazzy Vance,16,15,34,1,242,184,2,98,['Brooklyn Robins']
1927,Dolf Luque,13,12,29,0,225,76,6,103,['Cincinnati Reds']
1927,Earl Whitehill,16,14,41,3,238,95,2,110,['Detroit Tigers']
1927,Eppa Rixey,12,10,34,1,240,42,6,106,['Cincinnati Reds']
1927,Freddie Fitzsimmons,17,10,42,3,260,78,3,127,['New York Giants']
1927,George Uhle,8,9,25,1,187,69,2,88,['Cleveland Indians']
1927,Guy Bush,10,10,36,2,177,62,2,76,['Chicago Cubs']
1927,Herb Pennock,19,8,34,2,225,51,0,89,['New York Yankees']
1927,Jack Quinn,15,10,34,1,211,43,1,82,['Philadelphia Athletics']
1927,Jesse Haines,24,10,38,1,273,89,1,114,['St. Louis Cardinals']
1927,Lefty Grove,20,13,51,9,251,174,5,116,['Philadelphia Athletics']
1927,Pete Alexander,21,10,37,3,261,48,1,94,['St. Louis Cardinals']
1927,Red Faber,4,7,18,0,131,39,3,64,['Chicago White Sox']
1927,Red Ruffing,5,13,26,2,160,77,5,94,['Boston Red Sox']
1927,Sad Sam Jones,8,14,30,0,211,72,3,121,['St. Louis Browns']
1927,Syl Johnson,0,0,2,0,3,2,0,2,['St. Louis Cardinals']
1927,Ted Lyons,22,14,39,2,291,71,2,125,['Chicago White Sox']
1927,Tom Zachary,8,13,28,0,226,26,0,102,"['St. Louis Browns', 'Washington Senators']"
1927,Waite Hoyt,22,7,36,1,242,86,1,90,['New York Yankees']
1927,Walter Johnson,5,6,18,0,113,48,1,70,['Washington Senators']
1927,Willis Hudlin,18,12,43,0,291,65,6,132,['Cleveland Indians']
1928,Bill Doak,3,8,28,3,104,12,0,51,['Brooklyn Robins']
1928,Bob Smith,13,17,38,2,274,59,3,138,['Boston Braves']
1928,Bullet Joe Bush,2,1,11,1,39,15,1,21,['Philadelphia Athletics']
1928,Bump Hadley,12,13,33,0,236,80,0,105,['Washington Senators']
1928,Burleigh Grimes,25,14,48,3,311,97,3,146,['Pittsburgh Pirates']
1928,Carl Hubbell,10,6,20,1,117,37,1,49,['New York Giants']
1928,Charlie Root,14,18,40,2,214,122,0,109,['Chicago Cubs']
1928,Clarence Mitchell,8,9,22,0,162,31,1,65,"['St. Louis Cardinals', 'Philadelphia Phillies']"
1928,Danny MacFayden,9,15,33,0,215,61,1,123,['Boston Red Sox']
1928,Dazzy Vance,22,10,38,2,226,200,1,79,['Brooklyn Robins']
1928,Dolf Luque,11,10,33,1,254,72,3,112,['Cincinnati Reds']
1928,Earl Whitehill,11,16,31,0,214,93,0,131,['Detroit Tigers']
1928,Ed Walsh,4,7,14,0,86,32,5,45,['Chicago White Sox']
1928,Eppa Rixey,19,18,43,2,317,58,2,127,['Cincinnati Reds']
1928,Freddie Fitzsimmons,20,9,40,1,264,67,6,119,['New York Giants']
1928,George Uhle,12,17,31,1,252,74,3,121,['Cleveland Indians']
1928,Guy Bush,15,6,42,2,229,61,1,104,['Chicago Cubs']
1928,Herb Pennock,17,6,28,3,215,53,3,71,['New York Yankees']
1928,Jack Quinn,18,7,31,1,239,43,0,92,['Philadelphia Athletics']
1928,Jesse Haines,20,8,33,0,238,77,3,98,['St. Louis Cardinals']
1928,Lefty Grove,24,8,39,4,228,183,4,93,['Philadelphia Athletics']
1928,Mel Harder,0,2,23,1,64,15,0,42,['Cleveland Indians']
1928,Pete Alexander,16,9,34,2,262,59,3,106,['St. Louis Cardinals']
1928,Red Faber,13,9,27,0,223,43,1,98,['Chicago White Sox']
1928,Red Ruffing,10,25,42,2,303,118,4,147,['Boston Red Sox']
1928,Sad Sam Jones,17,7,30,0,209,63,5,89,['Washington Senators']
1928,Si Johnson,0,0,3,0,9,1,0,5,['Cincinnati Reds']
1928,Syl Johnson,8,4,34,3,117,66,1,53,['St. Louis Cardinals']
1928,Ted Lyons,15,14,39,6,276,60,2,133,['Chicago White Sox']
1928,Tom Zachary,9,12,27,1,184,26,2,98,"['New York Yankees', 'Washington Senators']"
1928,Waite Hoyt,23,7,42,8,279,67,2,118,['New York Yankees']
1928,Willis Hudlin,14,14,42,7,231,62,4,114,['Cleveland Indians']
1929,Bill Doak,1,2,3,0,17,3,0,15,['St. Louis Cardinals']
1929,Bob Smith,11,17,34,3,256,65,3,135,['Boston Braves']
1929,Bobo Newsom,0,3,3,0,15,6,0,12,['Brooklyn Robins']
1929,Bump Hadley,6,16,37,0,196,98,5,139,['Washington Senators']
1929,Burleigh Grimes,17,7,33,2,245,62,0,108,['Pittsburgh Pirates']
1929,Carl Hubbell,18,11,39,1,273,106,5,128,['New York Giants']
1929,Charlie Root,19,6,43,5,286,124,1,120,['Chicago Cubs']
1929,Clarence Mitchell,8,11,25,0,221,39,4,89,['St. Louis Cardinals']
1929,Danny MacFayden,10,18,32,0,225,61,2,108,['Boston Red Sox']
1929,Dazzy Vance,14,13,31,0,244,126,3,110,['Brooklyn Robins']
1929,Dolf Luque,5,16,32,0,213,43,2,103,['Cincinnati Reds']
1929,Earl Whitehill,14,15,38,1,267,103,1,147,['Detroit Tigers']
1929,Ed Walsh,6,11,24,0,156,31,4,94,['Chicago White Sox']
1929,Eppa Rixey,10,13,35,1,235,37,1,102,['Cincinnati Reds']
1929,Freddie Fitzsimmons,15,11,37,1,242,55,4,122,['New York Giants']
1929,George Uhle,15,11,32,0,283,100,6,141,['Detroit Tigers']
1929,Guy Bush,18,7,50,8,277,82,7,135,['Chicago Cubs']
1929,Herb Pennock,9,11,27,1,205,49,2,101,['New York Yankees']
1929,Jack Quinn,11,9,35,2,182,41,3,87,['Philadelphia Athletics']
1929,Jesse Haines,13,10,28,0,230,59,2,123,['St. Louis Cardinals']
1929,Lefty Grove,20,6,42,4,278,170,8,104,['Philadelphia Athletics']
1929,Mel Harder,1,0,11,0,24,4,0,15,['Cleveland Indians']
1929,Pete Alexander,9,8,22,0,149,33,2,65,['St. Louis Cardinals']
1929,Red Faber,13,13,31,0,241,68,3,119,['Chicago White Sox']
1929,Red Ruffing,9,22,35,1,280,109,6,162,['Boston Red Sox']
1929,Sad Sam Jones,9,9,24,0,156,36,3,80,['Washington Senators']
1929,Si Johnson,0,0,1,0,2,0,0,1,['Cincinnati Reds']
1929,Syl Johnson,13,7,42,3,186,80,0,88,['St. Louis Cardinals']
1929,Ted Lyons,14,20,37,2,276,57,3,136,['Chicago White Sox']
1929,Tom Zachary,12,0,26,2,131,35,1,43,['New York Yankees']
1929,Waite Hoyt,10,9,30,1,219,57,2,115,['New York Yankees']
1929,Whit Wyatt,0,1,4,0,30,14,1,22,['Detroit Tigers']
1929,Willis Hudlin,17,15,40,1,299,60,2,122,['Cleveland Indians']
1930,Bob Smith,10,14,38,5,247,84,0,115,['Boston Braves']
1930,Bobo Newsom,0,0,2,0,2,1,1,2,['Brooklyn Robins']
1930,Bump Hadley,15,11,42,2,242,162,4,123,['Washington Senators']
1930,Burleigh Grimes,16,11,33,0,246,73,7,119,"['St. Louis Cardinals', 'Boston Braves']"
1930,Carl Hubbell,17,12,37,2,263,117,3,120,['New York Giants']
1930,Charlie Root,16,14,37,3,247,124,1,122,['Chicago Cubs']
1930,Clarence Mitchell,11,3,25,0,156,41,1,70,"['New York Giants', 'St. Louis Cardinals']"
1930,Danny MacFayden,11,14,36,2,293,76,2,141,['Boston Red Sox']
1930,Dazzy Vance,17,15,35,0,241,173,4,97,['Brooklyn Robins']
1930,Dolf Luque,14,8,31,2,221,62,5,107,['Brooklyn Robins']
1930,Earl Whitehill,17,13,34,1,248,109,2,139,['Detroit Tigers']
1930,Ed Walsh,1,4,37,0,131,37,4,67,['Chicago White Sox']
1930,Eppa Rixey,9,13,32,0,207,37,2,103,['Cincinnati Reds']
1930,Freddie Fitzsimmons,19,7,41,1,230,76,6,125,['New York Giants']
1930,George Uhle,12,12,33,3,239,117,3,110,['Detroit Tigers']
1930,Guy Bush,15,10,46,3,291,75,12,174,['Chicago Cubs']
1930,Herb Pennock,11,7,25,0,194,46,4,95,['New York Yankees']
1930,Jack Quinn,9,7,35,6,109,28,1,51,['Philadelphia Athletics']
1930,Jesse Haines,13,8,29,1,215,68,7,107,['St. Louis Cardinals']
1930,Lefty Grove,28,5,50,9,273,209,2,101,['Philadelphia Athletics']
1930,Mel Harder,11,10,36,2,205,44,5,108,['Cleveland Indians']
1930,Pete Alexander,0,3,9,0,40,6,0,24,['Philadelphia Phillies']
1930,Red Faber,8,13,29,1,188,62,3,101,['Chicago White Sox']
1930,Red Ruffing,15,8,38,1,232,131,4,125,"['Boston Red Sox', 'New York Yankees']"
1930,Sad Sam Jones,15,7,25,0,195,60,1,95,['Washington Senators']
1930,Si Johnson,3,1,35,0,86,47,2,54,['Cincinnati Reds']
1930,Syl Johnson,12,10,32,2,215,92,2,105,['St. Louis Cardinals']
1930,Ted Lyons,22,15,42,1,331,69,2,160,['Chicago White Sox']
1930,Tom Zachary,12,6,27,0,210,58,0,106,"['New York Yankees', 'Boston Braves']"
1930,Tommy Bridges,3,2,8,0,28,17,0,18,['Detroit Tigers']
1930,Waite Hoyt,11,10,34,4,240,35,5,116,"['Detroit Tigers', 'New York Yankees']"
1930,Whit Wyatt,4,5,21,2,76,68,2,41,['Detroit Tigers']
1930,Willis Hudlin,13,16,37,1,255,60,1,131,['Cleveland Indians']
1931,Bob Smith,15,12,36,2,239,63,1,101,['Chicago Cubs']
1931,Bump Hadley,11,10,55,8,145,124,4,81,['Washington Senators']
1931,Burleigh Grimes,17,9,29,0,240,67,2,97,['St. Louis Cardinals']
1931,Carl Hubbell,14,12,36,3,211,155,3,88,['New York Giants']
1931,Charlie Root,17,14,39,2,240,131,1,109,['Chicago Cubs']
1931,Clarence Mitchell,13,11,27,0,221,39,1,103,['New York Giants']
1931,Danny MacFayden,16,12,35,0,263,74,1,121,['Boston Red Sox']
1931,Dazzy Vance,11,13,30,0,221,150,1,99,['Brooklyn Robins']
1931,Dolf Luque,7,6,19,0,122,25,0,59,['Brooklyn Robins']
1931,Earl Whitehill,13,16,34,0,287,81,3,152,['Detroit Tigers']
1931,Eppa Rixey,4,7,22,0,143,22,3,71,['Cincinnati Reds']
1931,Freddie Fitzsimmons,18,11,35,0,242,78,5,111,['New York Giants']
1931,George Uhle,11,12,29,2,190,63,6,88,['Detroit Tigers']
1931,Guy Bush,16,8,39,2,190,54,6,104,['Chicago Cubs']
1931,Herb Pennock,11,6,25,0,247,65,3,96,['New York Yankees']
1931,Jack Quinn,5,4,39,15,65,25,1,28,['Brooklyn Robins']
1931,Jesse Haines,12,3,19,0,134,27,4,48,['St. Louis Cardinals']
1931,Lefty Grove,31,4,41,5,249,175,2,84,['Philadelphia Athletics']
1931,Mel Harder,13,14,40,1,229,63,3,119,['Cleveland Indians']
1931,Red Faber,10,14,44,1,210,49,0,96,['Chicago White Sox']
1931,Red Ruffing,16,14,37,2,240,132,1,130,['New York Yankees']
1931,Sad Sam Jones,9,10,25,1,185,58,3,88,['Washington Senators']
1931,Si Johnson,11,19,42,0,273,95,2,131,['Cincinnati Reds']
1931,Syl Johnson,11,9,32,2,186,82,3,73,['St. Louis Cardinals']
1931,Ted Lyons,4,6,22,0,117,16,1,50,['Chicago White Sox']
1931,Tom Zachary,11,15,33,2,243,64,4,87,['Boston Braves']
1931,Tommy Bridges,8,16,35,0,182,105,9,120,['Detroit Tigers']
1931,Waite Hoyt,13,13,32,0,254,40,1,130,"['Detroit Tigers', 'Philadelphia Athletics']"
1931,Whit Wyatt,0,2,4,0,30,8,2,23,['Detroit Tigers']
1931,Willis Hudlin,15,14,44,4,313,83,4,155,['Cleveland Indians']
1932,Bill Swift,14,10,39,4,205,64,1,97,['Pittsburgh Pirates']
1932,Bob Smith,4,3,34,2,148,35,1,64,['Chicago Cubs']
1932,Bobo Newsom,0,0,1,0,1,0,0,0,['Chicago Cubs']
1932,Bump Hadley,14,21,43,2,261,145,5,168,"['Chicago White Sox', 'St. Louis Browns']"
1932,Burleigh Grimes,6,11,30,1,174,36,2,89,['Chicago Cubs']
1932,Carl Hubbell,18,11,40,2,260,137,3,96,['New York Giants']
1932,Charlie Root,15,10,39,3,211,96,4,99,['Chicago Cubs']
1932,Clarence Mitchell,1,3,8,2,41,7,0,21,['New York Giants']
1932,Danny MacFayden,8,15,29,1,228,62,3,124,"['Boston Red Sox', 'New York Yankees']"
1932,Dazzy Vance,12,11,27,1,171,103,2,90,['Brooklyn Dodgers']
1932,Dolf Luque,6,7,38,5,128,32,2,53,['New York Giants']
1932,Earl Whitehill,16,12,33,0,255,81,3,136,['Detroit Tigers']
1932,Ed Walsh,0,2,4,0,26,7,1,22,['Chicago White Sox']
1932,Eppa Rixey,5,5,25,0,108,14,3,50,['Cincinnati Reds']
1932,Freddie Fitzsimmons,11,11,35,0,287,65,7,132,['New York Giants']
1932,George Uhle,6,6,33,5,152,51,1,84,['Detroit Tigers']
1932,Guy Bush,19,11,40,0,262,73,5,106,['Chicago Cubs']
1932,Herb Pennock,9,5,22,0,191,54,4,94,['New York Yankees']
1932,Jack Quinn,3,7,42,8,102,28,7,36,['Brooklyn Dodgers']
1932,Jesse Haines,3,5,20,0,116,27,0,51,['St. Louis Cardinals']
1932,Lefty Grove,25,10,44,7,269,188,0,101,['Philadelphia Athletics']
1932,Mel Harder,15,13,39,0,277,90,1,125,['Cleveland Indians']
1932,Red Faber,2,11,42,6,123,26,1,61,['Chicago White Sox']
1932,Red Ruffing,18,7,35,2,219,190,5,102,['New York Yankees']
1932,Sad Sam Jones,10,15,30,0,217,64,3,123,['Chicago White Sox']
1932,Si Johnson,13,15,42,2,246,94,0,109,['Cincinnati Reds']
1932,Syl Johnson,5,14,32,2,199,70,3,103,['St. Louis Cardinals']
1932,Ted Lyons,10,15,33,2,243,58,1,104,['Chicago White Sox']
1932,Tom Zachary,12,11,32,0,231,67,3,83,['Boston Braves']
1932,Tommy Bridges,14,12,34,1,174,108,6,95,['Detroit Tigers']
1932,Waite Hoyt,6,10,26,1,141,36,1,70,"['New York Giants', 'Brooklyn Dodgers']"
