year,player,games_played,at_bats,runs,hits,doubles,triples,homeruns,strikeouts,teams
1890,Bid McPhee,132,528,125,135,16,22,3,26,['Cincinnati Reds']
1890,Bill Hallman,84,356,59,95,16,7,1,24,['Philadelphia Athletics']
1890,Bill Phillips,14,46,6,11,2,0,0,13,['Pittsburg Alleghenys']
1890,Billy Hamilton,123,496,133,161,13,9,2,37,['Philadelphia Phillies']
1890,Bob Miller,15,40,3,6,1,0,0,0,['Rochester Broncos']
1890,Bobby Lowe,52,207,35,58,13,2,2,32,['Boston Beaneaters']
1890,Buck Ewing,83,352,98,119,19,15,8,12,['New York Giants']
1890,Cap Anson,139,504,95,157,14,5,7,23,['Chicago Colts']
1890,Charles Zimmer,125,444,54,95,16,6,2,54,['Cleveland Spiders']
1890,Cy Young,17,65,6,8,2,0,0,8,['Cleveland Spiders']
1890,Dan Brouthers,126,475,123,159,38,10,2,17,['Boston Reds']
1890,Deacon McGuire,87,331,46,99,16,4,4,0,['Rochester Broncos']
1890,Deacon White,122,439,62,114,13,4,0,30,['Buffalo Bisons']
1890,Duke Farrell,117,451,79,131,21,12,2,28,['Chicago Pirates']
1890,Ed Delahanty,115,517,107,153,26,13,3,30,['Cleveland Infants']
1890,Fred Pfeffer,124,499,86,128,21,8,5,23,['Chicago Pirates']
1890,George Davis,136,526,98,139,22,9,6,34,['Cleveland Spiders']
1890,George Van Haltren,92,376,84,126,8,9,5,23,"[""Brooklyn Ward's Wonders""]"
1890,Herman Long,101,431,95,108,15,3,8,34,['Boston Beaneaters']
1890,Hugh Duffy,137,596,161,191,36,16,7,20,['Chicago Pirates']
1890,Jack Clements,97,381,64,120,23,8,7,30,['Philadelphia Phillies']
1890,Jack Doyle,77,298,47,80,17,7,2,0,['Columbus Solons']
1890,Jack Glasscock,124,512,91,172,32,9,1,8,['New York Giants']
1890,Jack O'Connor,121,457,89,148,14,10,2,0,['Columbus Solons']
1890,Jack Ryan,93,337,43,73,16,4,0,0,['Louisville Colonels']
1890,Jackie Hayes,12,42,3,8,0,0,0,4,"[""Brooklyn Ward's Wonders""]"
1890,Jake Beckley,124,529,110,171,38,22,9,33,['Pittsburgh Burghers']
1890,Jesse Burkett,101,401,67,124,23,13,4,52,['New York Giants']
1890,Jim O'Rourke,111,478,112,172,37,5,9,20,['New York Giants']
1890,Jimmy Ryan,118,486,99,165,32,5,6,36,['Chicago Pirates']
1890,Joe Quinn,133,523,89,157,19,8,7,25,['Boston Reds']
1890,John Ward,128,561,134,188,15,12,4,22,"[""Brooklyn Ward's Wonders""]"
1890,Kid Gleason,63,224,22,47,3,0,0,21,['Philadelphia Phillies']
1890,King Kelly,90,342,83,111,18,6,4,22,['Boston Reds']
1890,Lave Cross,63,245,42,73,7,8,3,6,['Philadelphia Athletics']
1890,Malachi Kittridge,96,333,46,67,8,3,3,53,['Chicago Colts']
1890,Mike Griffin,115,489,127,140,29,6,6,19,['Philadelphia Athletics']
1890,Patsy Donovan,60,245,34,59,5,1,0,22,"['Brooklyn Bridegrooms', 'Boston Beaneaters']"
1890,Paul Hines,100,394,52,94,13,3,2,27,"['Pittsburg Alleghenys', 'Boston Beaneaters']"
1890,Pete O'Brien,27,106,15,30,7,0,3,10,['Chicago Colts']
1890,Pop Snyder,13,48,5,9,1,0,0,9,['Cleveland Infants']
1890,Roger Connor,123,484,133,169,24,15,14,32,['New York Giants']
1890,Tom Brown,131,558,149,156,25,14,4,87,['Boston Reds']
1890,Tom Daly,82,292,55,71,9,4,5,43,['Brooklyn Bridegrooms']
1890,Tommy Corcoran,126,515,81,120,14,13,1,45,['Pittsburgh Burghers']
1890,Wilbert Robinson,96,377,39,91,14,4,4,0,"['Baltimore Orioles', 'Philadelphia Athletics']"
1891,Arlie Latham,135,533,119,145,20,10,7,35,['Cincinnati Reds']
1891,Bid McPhee,138,562,107,144,14,16,6,35,['Cincinnati Reds']
1891,Bill Dahlen,135,549,114,143,18,13,9,60,['Chicago Colts']
1891,Bill Hallman,141,587,112,166,21,13,6,56,['Philadelphia Athletics']
1891,Billy Hamilton,133,527,141,179,23,7,2,28,['Philadelphia Phillies']
1891,Bob Miller,7,18,1,2,0,0,0,5,['Washington Statesmen']
1891,Bobby Lowe,125,497,92,129,19,5,6,54,['Boston Beaneaters']
1891,Buck Ewing,14,49,8,17,2,1,0,5,['New York Giants']
1891,Cap Anson,136,540,81,157,24,8,8,29,['Chicago Colts']
1891,Charles Zimmer,116,440,55,112,21,4,3,49,['Cleveland Spiders']
1891,Clark Griffith,37,100,17,16,2,1,2,20,"['Boston Reds', 'St. Louis Browns']"
1891,Cy Young,55,174,23,29,5,2,1,30,['Cleveland Spiders']
1891,Dan Brouthers,130,486,117,170,26,19,5,20,['Boston Reds']
1891,Deacon McGuire,114,413,55,125,22,10,3,34,['Washington Statesmen']
1891,Duke Farrell,122,473,108,143,19,13,12,48,['Boston Reds']
1891,Ed Delahanty,128,543,92,132,19,9,5,50,['Philadelphia Phillies']
1891,Fred Pfeffer,137,498,93,123,12,9,7,60,['Chicago Colts']
1891,George Davis,136,570,115,165,35,12,3,29,['Cleveland Spiders']
1891,George Van Haltren,139,566,136,180,14,15,9,46,['Baltimore Orioles']
1891,Herman Long,139,577,129,163,21,12,9,51,['Boston Beaneaters']
1891,Hugh Duffy,127,536,134,180,20,8,9,29,['Boston Reds']
1891,Hughie Jennings,88,351,51,103,10,8,1,35,['Louisville Colonels']
1891,Jack Burdock,3,12,1,1,0,0,0,1,['Brooklyn Grooms']
1891,Jack Clements,107,423,58,131,29,4,4,19,['Philadelphia Phillies']
1891,Jack Doyle,69,250,43,69,14,4,0,44,['Cleveland Spiders']
1891,Jack Glasscock,97,369,46,89,12,6,0,11,['New York Giants']
1891,Jack O'Connor,56,229,28,61,12,3,0,14,['Columbus Solons']
1891,Jack Ryan,75,253,24,57,5,4,2,40,['Louisville Colonels']
1891,Jack Taylor,1,2,0,0,0,0,0,1,['New York Giants']
1891,Jake Beckley,133,554,94,162,20,19,4,46,['Pittsburgh Pirates']
1891,Jesse Burkett,40,167,29,45,7,4,0,19,['Cleveland Spiders']
1891,Jim O'Rourke,136,555,92,164,28,7,5,29,['New York Giants']
1891,Jimmy Ryan,118,505,110,140,22,15,9,38,['Chicago Colts']
1891,Joe Kelley,12,45,7,11,1,1,0,7,['Boston Beaneaters']
1891,Joe Quinn,124,508,70,122,8,10,3,28,['Boston Beaneaters']
1891,John McGraw,33,115,17,31,3,5,0,17,['Baltimore Orioles']
1891,John Ward,105,441,85,122,13,5,0,10,['Brooklyn Grooms']
1891,Kid Gleason,65,214,31,53,5,2,0,17,['Philadelphia Phillies']
1891,King Kelly,102,350,65,100,16,7,2,40,"['Boston Reds', 'Boston Beaneaters', ""Cincinnati Kelly's Killers""]"
1891,Lave Cross,110,402,66,121,20,14,5,23,['Philadelphia Athletics']
1891,Malachi Kittridge,79,296,26,62,8,5,2,28,['Chicago Colts']
1891,Mike Griffin,134,521,106,139,36,9,3,31,['Brooklyn Grooms']
1891,Patsy Donovan,122,509,82,155,11,3,2,23,"['Washington Statesmen', 'Louisville Colonels']"
1891,Paul Hines,54,206,25,58,7,5,0,16,['Washington Statesmen']
1891,Pop Snyder,8,27,4,5,0,1,0,3,['Washington Statesmen']
1891,Roger Connor,129,479,112,139,29,13,7,39,['New York Giants']
1891,Tom Brown,137,589,177,189,30,21,5,96,['Boston Reds']
1891,Tom Daly,58,200,29,50,11,5,2,34,['Brooklyn Grooms']
1891,Tommy Corcoran,133,511,84,130,11,15,7,56,['Philadelphia Athletics']
1891,Wilbert Robinson,93,334,25,72,8,5,2,37,['Baltimore Orioles']
1892,Arlie Latham,152,622,111,148,20,4,0,55,['Cincinnati Reds']
1892,Bid McPhee,144,573,111,157,19,12,4,48,['Cincinnati Reds']
1892,Bill Dahlen,143,581,114,170,23,19,5,56,['Chicago Colts']
1892,Bill Hallman,138,586,106,171,27,10,2,52,['Philadelphia Phillies']
1892,Billy Hamilton,139,554,132,183,21,7,3,29,['Philadelphia Phillies']
1892,Bobby Lowe,124,475,79,115,16,7,3,47,['Boston Beaneaters']
1892,Buck Ewing,105,393,58,122,10,15,8,26,['New York Giants']
1892,Cap Anson,146,559,62,152,25,9,1,30,['Chicago Colts']
1892,Charles Zimmer,111,413,63,109,29,13,1,47,['Cleveland Spiders']
1892,Cy Young,53,196,14,31,5,0,1,35,['Cleveland Spiders']
1892,Dan Brouthers,152,588,121,197,30,20,5,30,['Brooklyn Grooms']
1892,Danny Murphy,8,26,2,3,0,0,0,4,['New York Giants']
1892,Deacon McGuire,97,315,46,73,14,4,4,49,['Washington Senators']
1892,Duke Farrell,152,605,96,130,10,13,8,53,['Pittsburgh Pirates']
1892,Ed Delahanty,123,477,79,146,30,21,6,32,['Philadelphia Phillies']
1892,Elmer Smith,138,511,86,140,16,14,4,43,['Pittsburgh Pirates']
1892,Fred Pfeffer,124,470,78,121,14,9,2,36,['Louisville Colonels']
1892,George Davis,144,597,95,144,27,12,5,51,['Cleveland Spiders']
1892,George Van Haltren,148,611,115,179,22,14,7,34,"['Baltimore Orioles', 'Pittsburgh Pirates']"
1892,Heinie Peitz,1,3,0,0,0,0,0,0,['St. Louis Browns']
1892,Herman Long,151,646,115,181,33,6,6,36,['Boston Beaneaters']
1892,Hugh Duffy,147,612,125,184,28,12,5,37,['Boston Beaneaters']
1892,Hughie Jennings,152,594,65,133,16,4,2,30,['Louisville Colonels']
1892,Jack Clements,109,402,50,106,25,6,8,40,['Philadelphia Phillies']
1892,Jack Doyle,114,454,78,135,26,2,6,40,"['New York Giants', 'Cleveland Spiders']"
1892,Jack Glasscock,139,566,83,151,27,5,3,19,['St. Louis Browns']
1892,Jack O'Connor,140,572,71,142,22,5,1,48,['Cleveland Spiders']
1892,Jack Taylor,3,12,1,2,0,0,0,0,['Philadelphia Phillies']
1892,Jake Beckley,151,614,102,145,21,19,10,44,['Pittsburgh Pirates']
1892,Jesse Burkett,145,608,119,167,15,14,6,59,['Cleveland Spiders']
1892,Jim O'Rourke,115,448,62,136,28,5,0,30,['New York Giants']
1892,Jimmy Ryan,128,505,105,148,21,11,10,41,['Chicago Colts']
1892,Joe Kelley,66,238,29,56,7,7,0,28,"['Baltimore Orioles', 'Pittsburgh Pirates']"
1892,Joe Quinn,143,532,63,116,14,1,1,40,['Boston Beaneaters']
1892,John McGraw,79,286,41,77,13,2,1,21,['Baltimore Orioles']
1892,John Ward,148,614,109,163,13,3,1,19,['Brooklyn Grooms']
1892,Kid Gleason,66,233,35,50,4,2,3,23,['St. Louis Browns']
1892,King Kelly,78,281,40,53,7,0,2,32,['Boston Beaneaters']
1892,Lave Cross,140,541,84,149,15,10,4,16,['Philadelphia Phillies']
1892,Malachi Kittridge,69,229,19,41,5,0,0,27,['Chicago Colts']
1892,Mike Griffin,129,452,103,125,17,11,3,36,['Brooklyn Grooms']
1892,Patsy Donovan,130,551,106,153,18,6,2,29,"['Pittsburgh Pirates', 'Washington Senators']"
1892,Roger Connor,155,564,123,166,37,11,12,39,['Philadelphia Phillies']
1892,Tom Brown,153,660,105,150,16,8,2,94,['Louisville Colonels']
1892,Tom Daly,124,446,76,114,15,6,4,62,['Brooklyn Grooms']
1892,Tommy Corcoran,151,613,77,145,11,6,1,51,['Brooklyn Grooms']
1892,Wilbert Robinson,90,330,36,88,14,4,2,35,['Baltimore Orioles']
1892,Willie Keeler,14,53,7,17,3,0,0,3,['New York Giants']
1893,Arlie Latham,127,531,101,150,18,6,2,20,['Cincinnati Reds']
1893,Bid McPhee,127,491,101,138,17,11,3,20,['Cincinnati Reds']
1893,Bill Dahlen,116,485,113,146,28,15,5,30,['Chicago Colts']
1893,Bill Hallman,132,596,119,183,28,7,5,27,['Philadelphia Phillies']
1893,Billy Hamilton,82,355,110,135,22,7,5,7,['Philadelphia Phillies']
1893,Bobby Lowe,126,526,130,157,19,5,14,29,['Boston Beaneaters']
1893,Buck Ewing,116,500,117,172,28,15,6,18,['Cleveland Spiders']
1893,Cap Anson,103,398,70,125,24,2,0,12,['Chicago Colts']
1893,Charles Zimmer,57,227,27,70,13,7,2,15,['Cleveland Spiders']
1893,Clark Griffith,4,11,1,2,0,0,0,1,['Chicago Colts']
1893,Cy Young,53,187,23,44,4,0,1,15,['Cleveland Spiders']
1893,Dan Brouthers,77,282,57,95,21,11,2,10,['Brooklyn Grooms']
1893,Deacon McGuire,63,237,29,61,14,3,1,12,['Washington Senators']
1893,Duke Farrell,124,511,84,144,13,13,4,12,['Washington Senators']
1893,Ed Delahanty,132,595,145,219,35,18,19,20,['Philadelphia Phillies']
1893,Elmer Smith,128,518,121,179,26,23,7,23,['Pittsburgh Pirates']
1893,Fred Pfeffer,125,508,85,129,29,12,3,18,['Louisville Colonels']
1893,George Davis,133,549,112,195,22,27,11,20,['New York Giants']
1893,George Van Haltren,124,529,129,179,14,11,3,25,['Pittsburgh Pirates']
1893,Heinie Peitz,96,362,53,92,12,9,1,20,['St. Louis Browns']
1893,Herman Long,128,552,149,159,22,6,6,32,['Boston Beaneaters']
1893,Hugh Duffy,131,560,147,203,23,7,6,13,['Boston Beaneaters']
1893,Hughie Jennings,39,143,12,26,3,0,1,6,"['Baltimore Orioles', 'Louisville Colonels']"
1893,Jack Clements,94,376,64,107,20,3,17,29,['Philadelphia Phillies']
1893,Jack Doyle,82,318,56,102,17,5,1,12,['New York Giants']
1893,Jack Glasscock,114,488,81,156,15,12,2,7,"['St. Louis Browns', 'Pittsburgh Pirates']"
1893,Jack O'Connor,96,384,72,110,23,1,4,12,['Cleveland Spiders']
1893,Jack Taylor,31,93,11,20,5,1,0,8,['Philadelphia Phillies']
1893,Jake Beckley,131,542,108,164,32,19,5,26,['Pittsburgh Pirates']
1893,Jesse Burkett,125,511,145,178,25,15,6,23,['Cleveland Spiders']
1893,Jim O'Rourke,129,547,75,157,22,5,2,26,['Washington Senators']
1893,Jimmy Ryan,83,341,82,102,21,7,3,25,['Chicago Colts']
1893,Joe Kelley,125,502,120,153,27,16,9,44,['Baltimore Orioles']
1893,Joe Quinn,135,547,68,126,18,6,0,7,['St. Louis Browns']
1893,John McGraw,127,480,123,154,9,10,5,11,['Baltimore Orioles']
1893,John Ward,135,588,129,193,27,9,2,5,['New York Giants']
1893,Kid Gleason,59,199,25,51,6,4,0,8,['St. Louis Browns']
1893,King Kelly,20,67,9,18,1,0,0,5,['New York Giants']
1893,Lave Cross,96,415,81,124,17,6,4,7,['Philadelphia Phillies']
1893,Malachi Kittridge,70,255,32,59,9,5,2,15,['Chicago Colts']
1893,Mike Griffin,95,362,85,103,21,7,6,23,['Brooklyn Grooms']
1893,Patsy Donovan,113,499,114,158,5,8,2,8,['Pittsburgh Pirates']
1893,Roger Connor,135,511,111,156,25,8,11,26,['New York Giants']
1893,Tom Brown,122,529,104,127,15,7,5,63,['Louisville Colonels']
1893,Tom Daly,126,470,94,136,21,14,8,65,['Brooklyn Grooms']
1893,Tommy Corcoran,115,459,61,126,11,10,2,12,['Brooklyn Grooms']
1893,Wilbert Robinson,95,359,49,120,21,3,3,22,['Baltimore Orioles']
1893,Willie Keeler,27,104,19,33,3,2,2,5,"['Brooklyn Grooms', 'New York Giants']"
1894,Arlie Latham,131,534,132,167,23,6,4,24,['Cincinnati Reds']
1894,Bid McPhee,128,483,113,151,21,10,5,23,['Cincinnati Reds']
1894,Bill Dahlen,122,507,150,182,32,14,15,33,['Chicago Colts']
1894,Bill Hallman,122,519,111,162,20,8,0,15,['Philadelphia Phillies']
1894,Billy Hamilton,132,558,198,225,25,15,4,19,['Philadelphia Phillies']
1894,Bobby Lowe,133,613,158,212,34,11,17,25,['Boston Beaneaters']
1894,Bobby Wallace,4,13,0,2,1,0,0,1,['Cleveland Spiders']
1894,Buck Ewing,53,211,32,53,12,4,2,9,['Cleveland Spiders']
1894,Cap Anson,84,343,85,133,29,4,5,15,['Chicago Colts']
1894,Charles Zimmer,90,341,55,97,20,5,4,31,['Cleveland Spiders']
1894,Clark Griffith,46,142,27,33,5,4,0,9,['Chicago Colts']
1894,Cy Young,52,186,24,40,8,4,2,20,['Cleveland Spiders']
1894,Dan Brouthers,123,525,137,182,39,23,9,9,['Baltimore Orioles']
1894,Deacon McGuire,104,425,67,130,18,6,6,19,['Washington Senators']
1894,Duke Farrell,116,404,50,116,20,12,5,15,['New York Giants']
1894,Ed Delahanty,116,494,148,200,39,19,4,16,['Philadelphia Phillies']
1894,Elmer Smith,126,490,128,175,33,19,6,12,['Pittsburgh Pirates']
1894,Fred Clarke,76,314,55,86,11,7,7,27,['Louisville Colonels']
1894,Fred Pfeffer,105,414,70,128,12,15,5,14,['Louisville Colonels']
1894,Fred Tenney,27,86,23,34,7,1,2,9,['Boston Beaneaters']
1894,George Davis,124,486,125,171,27,19,9,10,['New York Giants']
1894,George Van Haltren,139,528,109,175,22,4,7,23,['New York Giants']
1894,Heinie Peitz,99,338,52,89,19,9,3,21,['St. Louis Browns']
1894,Herman Long,104,475,136,154,28,11,12,17,['Boston Beaneaters']
1894,Hugh Duffy,125,539,160,237,51,16,18,15,['Boston Beaneaters']
1894,Hughie Jennings,128,501,134,168,28,16,4,17,['Baltimore Orioles']
1894,Jack Clements,48,171,26,60,6,5,3,9,['Philadelphia Phillies']
1894,Jack Doyle,107,427,94,157,30,8,3,3,['New York Giants']
1894,Jack Glasscock,87,335,47,94,10,7,1,4,['Pittsburgh Pirates']
1894,Jack O'Connor,86,330,67,104,23,7,2,7,['Cleveland Spiders']
1894,Jack Ryan,53,201,39,54,12,7,1,16,['Boston Beaneaters']
1894,Jack Taylor,42,145,20,48,11,2,0,13,['Philadelphia Phillies']
1894,Jake Beckley,132,537,123,185,36,19,7,16,['Pittsburgh Pirates']
1894,Jesse Burkett,125,523,138,187,27,14,8,27,['Cleveland Spiders']
1894,Jimmy Ryan,110,482,133,172,37,7,3,24,['Chicago Colts']
1894,Joe Kelley,129,507,165,199,48,20,6,36,['Baltimore Orioles']
1894,Joe Quinn,106,405,59,116,18,1,4,8,['St. Louis Browns']
1894,John Anderson,17,63,14,19,1,3,1,3,['Brooklyn Grooms']
1894,John McGraw,124,512,156,174,18,14,1,12,['Baltimore Orioles']
1894,John Ward,138,549,102,146,12,5,0,6,['New York Giants']
1894,Kid Gleason,35,114,25,37,5,2,0,3,"['Baltimore Orioles', 'St. Louis Browns']"
1894,Lave Cross,122,542,128,210,34,10,7,7,['Philadelphia Phillies']
1894,Malachi Kittridge,51,168,36,53,8,2,0,20,['Chicago Colts']
1894,Mike Griffin,108,406,123,145,29,4,5,14,['Brooklyn Grooms']
1894,Patsy Donovan,133,577,147,175,21,10,4,12,['Pittsburgh Pirates']
1894,Roger Connor,121,462,93,146,35,25,8,17,"['New York Giants', 'St. Louis Browns']"
1894,Tom Brown,130,541,123,137,22,14,9,74,['Louisville Colonels']
1894,Tom Daly,124,496,135,168,22,10,8,42,['Brooklyn Grooms']
1894,Tommy Corcoran,129,576,123,173,21,20,5,17,['Brooklyn Grooms']
1894,Wilbert Robinson,109,414,69,146,21,4,1,18,['Baltimore Orioles']
1894,Willie Keeler,129,590,165,219,27,22,5,6,['Baltimore Orioles']
1895,Arlie Latham,112,460,93,143,14,6,2,25,['Cincinnati Reds']
1895,Bid McPhee,115,432,107,129,24,12,1,30,['Cincinnati Reds']
1895,Bill Dahlen,129,516,106,131,19,10,7,51,['Chicago Colts']
1895,Bill Hallman,124,539,94,169,26,5,1,20,['Philadelphia Phillies']
1895,Bill Phillips,19,48,9,15,3,1,0,4,['Cincinnati Reds']
1895,Billy Hamilton,123,517,166,201,22,6,7,30,['Philadelphia Phillies']
1895,Bobby Lowe,100,417,102,124,12,7,7,16,['Boston Beaneaters']
1895,Bobby Wallace,30,98,16,21,2,3,0,17,['Cleveland Spiders']
1895,Buck Ewing,105,434,90,138,24,13,5,22,['Cincinnati Reds']
1895,Cap Anson,122,474,87,159,23,6,2,23,['Chicago Colts']
1895,Charles Zimmer,88,315,60,107,21,2,5,30,['Cleveland Spiders']
1895,Clark Griffith,43,144,20,46,3,0,1,9,['Chicago Colts']
1895,Cozy Dolan,26,83,12,20,4,1,0,7,['Boston Beaneaters']
1895,Cy Young,47,140,20,30,5,2,0,20,['Cleveland Spiders']
1895,Dan Brouthers,29,120,15,36,12,1,2,3,"['Baltimore Orioles', 'Louisville Colonels']"
1895,Deacon McGuire,133,538,89,181,30,8,10,18,['Washington Senators']
1895,Duke Farrell,90,312,38,90,16,9,1,18,['New York Giants']
1895,Ed Delahanty,116,480,149,194,49,10,11,31,['Philadelphia Phillies']
1895,Elmer Smith,125,484,89,146,15,12,1,25,['Pittsburgh Pirates']
1895,Fred Clarke,132,550,96,191,21,5,4,24,['Louisville Colonels']
1895,Fred Pfeffer,11,45,8,13,1,0,0,3,['Louisville Colonels']
1895,Fred Tenney,49,173,35,47,9,1,1,5,['Boston Beaneaters']
1895,George Davis,110,430,108,146,36,9,5,12,['New York Giants']
1895,George Van Haltren,131,521,113,177,23,19,8,29,['New York Giants']
1895,Harry Davis,7,24,1,7,0,1,0,0,['New York Giants']
1895,Heinie Peitz,90,334,44,95,14,12,2,20,['St. Louis Browns']
1895,Herman Long,125,540,109,170,23,10,9,13,['Boston Beaneaters']
1895,Hugh Duffy,131,533,112,188,30,6,9,17,['Boston Beaneaters']
1895,Hughie Jennings,131,529,159,204,41,7,4,17,['Baltimore Orioles']
1895,Jack Clements,88,322,64,127,27,2,13,7,['Philadelphia Phillies']
1895,Jack Doyle,82,319,52,100,21,3,1,12,['New York Giants']
1895,Jack Glasscock,43,174,29,48,5,1,1,4,"['Washington Senators', 'Louisville Colonels']"
1895,Jack O'Connor,90,343,52,100,14,10,0,22,['Cleveland Spiders']
1895,Jack Ryan,49,189,22,55,7,0,0,6,['Boston Beaneaters']
1895,Jack Taylor,42,155,26,45,11,2,3,18,['Philadelphia Phillies']
1895,Jack Warner,70,239,22,63,4,2,1,16,"['Louisville Colonels', 'Boston Beaneaters']"
1895,Jake Beckley,130,534,104,175,31,19,5,20,['Pittsburgh Pirates']
1895,Jesse Burkett,132,555,153,225,22,13,5,32,['Cleveland Spiders']
1895,Jimmy Ryan,108,438,83,139,22,8,6,22,['Chicago Colts']
1895,Joe Kelley,131,518,148,189,26,19,10,29,['Baltimore Orioles']
1895,Joe Quinn,135,547,86,172,19,9,3,7,['St. Louis Browns']
1895,John Anderson,103,423,77,122,11,14,10,29,['Brooklyn Grooms']
1895,John McGraw,96,388,110,143,13,6,2,9,['Baltimore Orioles']
1895,Kid Gleason,112,421,90,130,14,12,0,18,['Baltimore Orioles']
1895,Lave Cross,125,535,95,145,26,9,2,8,['Philadelphia Phillies']
1895,Malachi Kittridge,60,212,30,48,6,3,3,9,['Chicago Colts']
1895,Mike Griffin,132,524,140,174,38,7,4,30,['Brooklyn Grooms']
1895,Mike Ryan,2,2,0,0,0,0,0,0,['St. Louis Browns']
1895,Patsy Donovan,126,522,115,162,18,6,1,19,['Pittsburgh Pirates']
1895,Roger Connor,104,401,78,131,29,9,8,10,['St. Louis Browns']
1895,Tom Brown,118,489,98,110,19,7,3,60,"['St. Louis Browns', 'Washington Senators']"
1895,Tom Daly,121,460,90,129,17,8,2,52,['Brooklyn Grooms']
1895,Tommy Corcoran,128,540,83,145,17,10,2,11,['Brooklyn Grooms']
1895,Wilbert Robinson,77,282,38,74,19,1,0,19,['Baltimore Orioles']
1895,Willie Keeler,131,565,162,213,24,15,4,12,['Baltimore Orioles']
1896,Arlie Latham,8,35,3,7,0,0,0,3,['St. Louis Browns']
1896,Bid McPhee,117,433,81,132,18,7,1,18,['Cincinnati Reds']
1896,Bill Dahlen,125,474,137,167,30,19,9,36,['Chicago Colts']
1896,Bill Hallman,120,469,82,150,21,3,2,23,['Philadelphia Phillies']
1896,Billy Hamilton,131,524,153,192,24,10,3,29,['Boston Beaneaters']
1896,Bobby Lowe,73,306,59,98,11,4,2,12,['Boston Beaneaters']
1896,Bobby Wallace,45,149,19,35,6,3,1,21,['Cleveland Spiders']
1896,Buck Ewing,69,263,41,73,14,4,1,13,['Cincinnati Reds']
1896,Cap Anson,108,402,72,133,18,2,2,10,['Chicago Colts']
1896,Charles Zimmer,91,336,46,93,18,3,3,48,['Cleveland Spiders']
1896,Clark Griffith,38,135,22,36,5,2,1,7,['Chicago Colts']
1896,Cozy Dolan,6,14,4,2,0,0,0,1,['Boston Beaneaters']
1896,Cy Seymour,12,32,2,7,0,0,0,7,['New York Giants']
1896,Cy Young,53,180,31,52,11,3,3,15,['Cleveland Spiders']
1896,Dan Brouthers,57,218,42,75,13,3,1,11,['Philadelphia Phillies']
1896,Deacon McGuire,108,389,60,125,25,3,2,14,['Washington Senators']
1896,Duke Farrell,95,321,41,93,14,6,2,10,"['New York Giants', 'Washington Senators']"
1896,Ed Delahanty,123,499,131,198,44,17,13,22,['Philadelphia Phillies']
1896,Elmer Smith,122,484,121,175,21,14,6,18,['Pittsburgh Pirates']
1896,Fred Clarke,131,517,96,168,15,18,9,34,['Louisville Colonels']
1896,Fred Pfeffer,98,374,46,90,16,7,2,21,"['New York Giants', 'Chicago Colts']"
1896,Fred Tenney,88,348,64,117,14,3,2,12,['Boston Beaneaters']
1896,George Davis,124,494,98,158,25,12,5,24,['New York Giants']
1896,George Van Haltren,133,562,136,197,18,21,5,36,['New York Giants']
1896,Harry Davis,108,401,67,96,16,16,2,41,"['New York Giants', 'Pittsburgh Pirates']"
1896,Heinie Peitz,68,211,33,63,12,5,2,15,['Cincinnati Reds']
1896,Herman Long,120,502,106,173,26,8,6,16,['Boston Beaneaters']
1896,Hugh Duffy,131,527,97,158,16,8,5,19,['Boston Beaneaters']
1896,Hughie Jennings,130,521,125,209,27,9,0,11,['Baltimore Orioles']
1896,Jack Clements,57,184,35,66,5,7,5,14,['Philadelphia Phillies']
1896,Jack Doyle,118,487,116,165,29,4,1,15,['Baltimore Orioles']
1896,Jack O'Connor,68,256,41,76,11,1,1,12,['Cleveland Spiders']
1896,Jack Ryan,8,32,2,3,1,0,0,1,['Boston Beaneaters']
1896,Jack Taylor,47,157,10,29,6,0,0,18,['Philadelphia Phillies']
1896,Jack Warner,52,164,18,39,2,1,0,17,"['New York Giants', 'Louisville Colonels']"
