year,player,games_played,innings_played_in_outs,putouts,assists,errors,field_positions,teams
1888,Jimmy Ryan,136,3414,219,43,38,"['OF', 'P']",['Chicago White Stockings']
1888,Joe Quinn,38,1005,97,115,20,['2B'],['Boston Beaneaters']
1888,John Ward,122,3234,185,331,86,['SS'],['New York Giants']
1888,Kid Gleason,25,606,6,31,7,"['OF', 'P']",['Philadelphia Quakers']
1888,King Kelly,110,2709,395,150,66,"['C', 'OF']",['Boston Beaneaters']
1888,Lave Cross,50,1227,219,67,22,"['C', 'SS', 'OF']",['Louisville Colonels']
1888,Mike Griffin,137,3555,274,27,20,['OF'],['Baltimore Orioles']
1888,Paul Hines,133,3426,312,18,30,"['OF', '1B', 'SS']",['Indianapolis Hoosiers']
1888,Pop Snyder,65,1614,335,131,48,"['C', '1B', 'OF']",['Cleveland Blues']
1888,Roger Connor,134,3555,1346,45,26,"['2B', '1B']",['New York Giants']
1888,Tom Brown,107,3021,172,18,22,['OF'],['Boston Beaneaters']
1888,Tom Daly,66,1791,411,107,34,"['C', 'OF']",['Chicago White Stockings']
1888,Wilbert Robinson,66,1833,437,143,39,"['C', '1B']",['Philadelphia Athletics']
1889,Arlie Latham,119,3153,204,256,59,"['2B', '3B']",['St. Louis Browns']
1889,Bid McPhee,136,3603,430,450,52,"['2B', '3B']",['Cincinnati Red Stockings']
1889,Bill Hallman,120,3213,278,370,79,"['C', '2B', 'SS']",['Philadelphia Quakers']
1889,Billy Hamilton,137,3609,202,20,37,['OF'],['Kansas City Cowboys']
1889,Buck Ewing,101,2580,525,152,47,"['C', 'OF', 'P']",['New York Giants']
1889,Cap Anson,134,3675,1409,79,27,['1B'],['Chicago White Stockings']
1889,Charles Zimmer,84,2016,336,131,35,"['C', '1B']",['Cleveland Spiders']
1889,Dan Brouthers,126,3312,1243,58,35,['1B'],['Boston Beaneaters']
1889,Deacon White,55,1434,98,97,26,"['1B', '3B']",['Pittsburg Alleghenys']
1889,Duke Farrell,101,2790,398,123,53,"['C', 'OF']",['Chicago White Stockings']
1889,Ed Delahanty,56,1443,116,61,18,"['OF', '2B', 'SS']",['Philadelphia Quakers']
1889,Elmer Smith,29,609,2,21,5,['P'],['Cincinnati Red Stockings']
1889,Fred Pfeffer,134,3675,452,483,56,['2B'],['Chicago White Stockings']
1889,George Van Haltren,134,3606,230,35,32,"['OF', '2B', 'SS']",['Chicago White Stockings']
1889,Harry Smith,2,21,2,0,1,"['C', 'OF']",['Louisville Colonels']
1889,Herman Long,137,3567,355,506,122,"['OF', '2B', 'SS']",['Kansas City Cowboys']
1889,Hugh Duffy,136,3660,187,46,32,"['OF', 'SS']",['Chicago White Stockings']
1889,Jack Clements,78,2034,380,77,42,['C'],['Philadelphia Quakers']
1889,Jack Doyle,12,252,34,12,5,"['C', '2B', 'OF']",['Columbus Solons']
1889,Jack Glasscock,135,3444,249,485,68,"['2B', 'SS', 'P']",['Indianapolis Hoosiers']
1889,Jack O'Connor,110,2778,492,135,35,"['2B', '1B', 'C', 'OF']",['Columbus Solons']
1889,Jack Ryan,21,507,63,26,14,"['C', '3B', 'OF']",['Louisville Colonels']
1889,Jake Beckley,123,3207,1236,54,24,"['OF', '1B']",['Pittsburg Alleghenys']
1889,Jim O'Rourke,129,3291,166,20,22,"['C', 'OF']",['New York Giants']
1889,Jimmy Ryan,135,3786,286,133,57,"['OF', 'SS']",['Chicago White Stockings']
1889,Joe Quinn,112,2766,174,314,59,"['2B', '3B', 'SS']",['Boston Beaneaters']
1889,John Ward,115,2973,245,339,76,"['2B', 'SS']",['New York Giants']
1889,Kid Gleason,34,684,19,47,10,"['OF', '2B', 'P']",['Philadelphia Quakers']
1889,King Kelly,136,3390,211,53,44,"['C', 'OF']",['Boston Beaneaters']
1889,Lave Cross,55,1485,278,102,27,['C'],['Philadelphia Athletics']
1889,Mike Griffin,139,3615,298,91,52,"['OF', '2B', 'SS']",['Baltimore Orioles']
1889,Paul Hines,121,3138,1121,61,43,"['OF', '1B']",['Indianapolis Hoosiers']
1889,Pop Snyder,22,570,88,39,13,['C'],['Cleveland Spiders']
1889,Roger Connor,132,3423,1266,33,30,"['1B', '3B']",['New York Giants']
1889,Tom Brown,90,2436,169,13,20,['OF'],['Boston Beaneaters']
1889,Tom Daly,73,1812,354,102,43,"['C', '1B', 'OF', '2B', 'SS']",['Washington Nationals']
1889,Wilbert Robinson,69,1698,290,106,24,['C'],['Philadelphia Athletics']
1890,Arlie Latham,94,2556,119,222,52,"['OF', '3B']","['Cincinnati Reds', 'Chicago Pirates']"
1890,Bid McPhee,132,3537,404,431,51,['2B'],['Cincinnati Reds']
1890,Bill Hallman,86,2049,194,103,36,"['C', '3B', 'OF', '2B', 'SS']",['Philadelphia Athletics']
1890,Bill Phillips,14,282,2,17,1,"['OF', 'P']",['Pittsburg Alleghenys']
1890,Billy Hamilton,123,3330,232,23,34,['OF'],['Philadelphia Phillies']
1890,Bob Miller,16,300,2,22,2,"['OF', 'P']",['Rochester Broncos']
1890,Bobby Lowe,51,1365,103,82,11,"['OF', '3B', 'SS']",['Boston Beaneaters']
1890,Buck Ewing,83,2160,374,113,28,"['C', '2B', 'P']",['New York Giants']
1890,Cap Anson,140,3645,1361,56,32,"['2B', '1B', 'C']",['Chicago Colts']
1890,Charles Zimmer,125,3231,480,188,45,['C'],['Cleveland Spiders']
1890,Cy Young,17,444,6,40,6,['P'],['Cleveland Spiders']
1890,Dan Brouthers,126,3327,1208,74,50,['1B'],['Boston Reds']
1890,Deacon McGuire,90,2364,543,103,35,"['C', '1B', 'OF', 'P']",['Rochester Broncos']
1890,Deacon White,123,3192,670,202,47,"['1B', '3B', 'SS', 'P']",['Buffalo Bisons']
1890,Duke Farrell,122,3027,587,147,49,"['C', '1B', 'OF']",['Chicago Pirates']
1890,Ed Delahanty,118,2994,243,305,94,"['1B', '3B', 'OF', '2B', 'SS']",['Cleveland Infants']
1890,Fred Pfeffer,124,3333,441,387,76,['2B'],['Chicago Pirates']
1890,George Davis,136,3480,288,38,18,"['OF', '2B', 'SS']",['Cleveland Spiders']
1890,George Van Haltren,98,2454,143,90,22,"['OF', 'SS', 'P']","[""Brooklyn Ward's Wonders""]"
1890,Herman Long,101,2736,230,352,66,['SS'],['Boston Beaneaters']
1890,Hugh Duffy,137,3696,255,34,26,['OF'],['Chicago Pirates']
1890,Jack Clements,96,2592,549,95,35,"['C', '1B']",['Philadelphia Phillies']
1890,Jack Doyle,81,1932,231,153,54,"['C', '3B', 'OF', '2B', 'SS']",['Columbus Solons']
1890,Jack Glasscock,124,3231,275,421,69,['SS'],['New York Giants']
1890,Jack O'Connor,126,3039,572,164,35,"['C', '3B', 'OF', '2B', 'SS']",['Columbus Solons']
1890,Jack Ryan,94,2379,420,148,43,"['C', '1B', 'SS', 'OF']",['Louisville Colonels']
1890,Jackie Hayes,12,264,23,4,6,"['C', '2B', 'SS', 'OF']","[""Brooklyn Ward's Wonders""]"
1890,Jake Beckley,124,3246,1280,58,32,['1B'],['Pittsburgh Burghers']
1890,Jesse Burkett,111,2871,110,56,31,"['OF', 'P']",['New York Giants']
1890,Jim O'Rourke,111,3015,175,25,15,['OF'],['New York Giants']
1890,Jimmy Ryan,118,3096,257,25,25,['OF'],['Chicago Pirates']
1890,Joe Quinn,133,3492,441,406,52,['2B'],['Boston Reds']
1890,John Ward,128,3426,303,450,105,['SS'],"[""Brooklyn Ward's Wonders""]"
1890,Kid Gleason,62,1569,26,102,11,"['2B', 'P']",['Philadelphia Phillies']
1890,King Kelly,97,2289,275,145,55,"['C', '1B', '3B', 'OF', 'SS', 'P']",['Boston Reds']
1890,Lave Cross,64,1563,216,70,38,"['C', 'OF']",['Philadelphia Athletics']
1890,Malachi Kittridge,96,2523,458,113,34,['C'],['Chicago Colts']
1890,Mike Griffin,115,3132,278,33,15,['OF'],['Philadelphia Athletics']
1890,Patsy Donovan,60,1512,111,7,6,['OF'],"['Brooklyn Bridegrooms', 'Boston Beaneaters']"
1890,Paul Hines,101,2553,318,19,27,"['OF', '1B']","['Pittsburg Alleghenys', 'Boston Beaneaters']"
1890,Pete O'Brien,27,729,65,80,11,['2B'],['Chicago Colts']
1890,Pop Snyder,13,318,52,16,3,['C'],['Cleveland Infants']
1890,Roger Connor,123,3273,1335,80,21,['1B'],['New York Giants']
1890,Tom Brown,131,3390,285,32,31,['OF'],['Boston Reds']
1890,Tom Daly,82,2244,491,78,21,"['C', '1B', 'OF']",['Brooklyn Bridegrooms']
1890,Tommy Corcoran,126,3294,213,444,88,['SS'],['Pittsburgh Burghers']
1890,Wilbert Robinson,96,2469,515,115,41,"['C', '1B']","['Baltimore Orioles', 'Philadelphia Athletics']"
1891,Arlie Latham,136,3534,177,370,75,"['C', '3B']",['Cincinnati Reds']
1891,Bid McPhee,138,3654,389,492,42,['2B'],['Cincinnati Reds']
1891,Bill Dahlen,136,3792,217,264,64,"['OF', '3B', 'SS']",['Chicago Colts']
1891,Bill Hallman,141,3669,327,399,55,['2B'],['Philadelphia Athletics']
1891,Billy Hamilton,133,3558,287,17,31,['OF'],['Philadelphia Phillies']
1891,Bob Miller,7,126,3,13,2,['P'],['Washington Statesmen']
1891,Bobby Lowe,128,3228,214,70,24,"['3B', 'OF', '2B', 'SS', 'P']",['Boston Beaneaters']
1891,Buck Ewing,14,318,35,33,10,"['C', '2B']",['New York Giants']
1891,Cap Anson,138,3618,1409,80,29,"['C', '1B']",['Chicago Colts']
1891,Charles Zimmer,117,3084,477,184,45,"['C', '3B']",['Cleveland Spiders']
1891,Clark Griffith,37,723,12,51,6,"['OF', 'P']","['Boston Reds', 'St. Louis Browns']"
1891,Cy Young,55,1272,10,89,9,['P'],['Cleveland Spiders']
1891,Dan Brouthers,130,3429,1313,34,30,['1B'],['Boston Reds']
1891,Deacon McGuire,120,2718,463,140,65,"['C', '1B', '3B', 'OF']",['Washington Statesmen']
1891,Duke Farrell,130,3237,305,235,45,"['C', '1B', '3B', 'OF']",['Boston Reds']
1891,Ed Delahanty,129,3459,466,43,38,"['2B', '1B', 'OF']",['Philadelphia Phillies']
1891,Fred Pfeffer,137,3654,429,474,77,['2B'],['Chicago Colts']
1891,George Davis,141,3564,292,76,33,"['OF', '3B', 'P']",['Cleveland Spiders']
1891,George Van Haltren,148,3843,275,190,82,"['OF', '2B', 'SS', 'P']",['Baltimore Orioles']
1891,Herman Long,139,3684,345,441,85,['SS'],['Boston Beaneaters']
1891,Hugh Duffy,128,3357,176,28,17,"['OF', '3B', 'SS']",['Boston Reds']
1891,Hughie Jennings,88,2364,358,232,57,"['1B', '3B', 'SS']",['Louisville Colonels']
1891,Jack Burdock,3,69,4,9,0,['2B'],['Brooklyn Grooms']
1891,Jack Clements,109,2760,415,108,41,"['C', '1B']",['Philadelphia Phillies']
1891,Jack Doyle,71,1788,178,73,38,"['C', '3B', 'SS', 'OF']",['Cleveland Spiders']
1891,Jack Glasscock,97,2403,164,274,42,['SS'],['New York Giants']
1891,Jack O'Connor,61,1482,135,37,11,"['C', 'OF']",['Columbus Solons']
1891,Jack Ryan,80,1779,333,99,38,"['C', '1B', '3B', 'OF', '2B']",['Louisville Colonels']
1891,Jack Taylor,1,24,1,0,0,['P'],['New York Giants']
1891,Jake Beckley,133,3489,1250,87,24,['1B'],['Pittsburgh Pirates']
1891,Jesse Burkett,40,1041,53,5,7,['OF'],['Cleveland Spiders']
1891,Jim O'Rourke,140,3627,244,44,26,"['C', 'OF']",['New York Giants']
1891,Jimmy Ryan,121,3237,235,29,28,"['OF', 'SS', 'P']",['Chicago Colts']
1891,Joe Kelley,12,327,21,2,4,['OF'],['Boston Beaneaters']
1891,Joe Quinn,124,3324,275,364,42,['2B'],['Boston Beaneaters']
1891,John McGraw,33,720,47,51,21,"['OF', '2B', 'SS']",['Baltimore Orioles']
1891,John Ward,105,2772,235,352,72,"['2B', 'SS']",['Brooklyn Grooms']
1891,Kid Gleason,66,1521,47,78,15,"['OF', 'SS', 'P']",['Philadelphia Phillies']
1891,King Kelly,117,2352,336,157,56,"['C', '1B', '3B', 'OF', '2B', 'SS', 'P']","['Boston Reds', 'Boston Beaneaters', ""Cincinnati Kelly's Killers""]"
1891,Lave Cross,112,2685,297,103,28,"['C', '3B', 'OF', '2B', 'SS']",['Philadelphia Athletics']
1891,Malachi Kittridge,79,2145,384,87,30,['C'],['Chicago Colts']
1891,Mike Griffin,134,3594,353,31,16,['OF'],['Brooklyn Grooms']
1891,Patsy Donovan,122,3189,236,17,26,['OF'],"['Washington Statesmen', 'Louisville Colonels']"
1891,Paul Hines,55,1365,144,9,17,"['OF', '1B']",['Washington Statesmen']
1891,Pop Snyder,8,183,51,6,0,"['C', '1B', 'OF']",['Washington Statesmen']
1891,Roger Connor,129,3453,1362,56,25,['1B'],['New York Giants']
1891,Tom Brown,137,3573,228,23,35,['OF'],['Boston Reds']
1891,Tom Daly,59,1464,289,58,38,"['C', '1B', 'SS', 'OF']",['Brooklyn Grooms']
1891,Tommy Corcoran,133,3477,300,434,72,['SS'],['Philadelphia Athletics']
1891,Wilbert Robinson,93,2295,415,80,25,"['C', 'OF']",['Baltimore Orioles']
1892,Arlie Latham,152,3990,192,354,71,"['OF', '2B', '3B']",['Cincinnati Reds']
1892,Bid McPhee,144,3837,451,471,51,['2B'],['Cincinnati Reds']
1892,Bill Dahlen,143,3945,297,423,61,"['OF', '2B', '3B', 'SS']",['Chicago Colts']
1892,Bill Hallman,138,3708,335,379,49,['2B'],['Philadelphia Phillies']
1892,Billy Hamilton,139,3762,291,26,28,['OF'],['Philadelphia Phillies']
1892,Bobby Lowe,127,3306,264,119,37,"['OF', '2B', '3B', 'SS']",['Boston Beaneaters']
1892,Buck Ewing,105,2685,855,97,33,"['2B', '1B', 'C']",['New York Giants']
1892,Cap Anson,146,3888,1491,67,44,['1B'],['Chicago Colts']
1892,Charles Zimmer,111,2895,514,122,42,['C'],['Cleveland Spiders']
1892,Cy Young,53,1359,19,122,8,['P'],['Cleveland Spiders']
1892,Dan Brouthers,152,4053,1498,105,29,['1B'],['Brooklyn Grooms']
1892,Danny Murphy,8,180,39,6,5,['C'],['New York Giants']
1892,Deacon McGuire,98,2331,453,101,33,"['C', '1B', 'OF']",['Washington Senators']
1892,Duke Farrell,153,4170,221,291,72,"['OF', '3B']",['Pittsburgh Pirates']
1892,Ed Delahanty,125,3279,263,28,18,"['OF', '3B']",['Philadelphia Phillies']
1892,Elmer Smith,141,3774,232,38,37,"['OF', 'P']",['Pittsburgh Pirates']
1892,Fred Pfeffer,127,3360,401,384,58,"['2B', '1B', 'P']",['Louisville Colonels']
1892,George Davis,146,3762,198,241,43,"['OF', '2B', '3B', 'SS']",['Cleveland Spiders']
1892,George Van Haltren,153,3999,270,47,52,"['1B', '3B', 'OF', 'SS', 'P']","['Baltimore Orioles', 'Pittsburgh Pirates']"
1892,Heinie Peitz,1,15,3,0,0,['C'],['St. Louis Browns']
1892,Herman Long,154,4014,313,502,102,"['OF', '3B', 'SS']",['Boston Beaneaters']
1892,Hugh Duffy,148,3765,259,19,20,"['OF', '3B']",['Boston Beaneaters']
1892,Hughie Jennings,152,3999,343,537,90,['SS'],['Louisville Colonels']
1892,Jack Clements,109,2919,557,107,35,['C'],['Philadelphia Phillies']
1892,Jack Doyle,117,2847,297,169,72,"['C', '1B', '3B', 'OF', '2B', 'SS']","['New York Giants', 'Cleveland Spiders']"
1892,Jack Glasscock,139,3636,280,472,69,['SS'],['St. Louis Browns']
1892,Jack O'Connor,140,3633,310,61,19,"['C', 'OF']",['Cleveland Spiders']
1892,Jack Taylor,3,78,0,3,5,['P'],['Philadelphia Phillies']
1892,Jake Beckley,151,4008,1523,132,38,['1B'],['Pittsburgh Pirates']
1892,Jesse Burkett,145,3834,271,20,31,['OF'],['Cleveland Spiders']
1892,Jim O'Rourke,116,2886,168,17,17,"['C', '1B', 'OF']",['New York Giants']
1892,Jimmy Ryan,129,3492,258,50,30,"['OF', 'SS']",['Chicago Colts']
1892,Joe Kelley,66,1617,115,13,13,['OF'],"['Baltimore Orioles', 'Pittsburgh Pirates']"
1892,Joe Quinn,143,3714,356,426,40,['2B'],['Boston Beaneaters']
1892,John McGraw,79,1947,165,144,28,"['OF', '2B', '3B', 'SS']",['Baltimore Orioles']
1892,John Ward,148,3972,377,472,74,['2B'],['Brooklyn Grooms']
1892,Kid Gleason,67,1653,78,126,14,"['2B', '1B', 'OF', 'P']",['St. Louis Browns']
1892,King Kelly,79,2028,340,101,47,"['C', '1B', '3B', 'OF', 'P']",['Boston Beaneaters']
1892,Lave Cross,148,3537,327,236,35,"['C', '3B', 'OF', '2B', 'SS']",['Philadelphia Phillies']
1892,Malachi Kittridge,69,1791,359,87,26,['C'],['Chicago Colts']
1892,Mike Griffin,129,3429,268,34,7,"['OF', 'SS']",['Brooklyn Grooms']
1892,Patsy Donovan,130,3276,167,27,31,['OF'],"['Pittsburgh Pirates', 'Washington Senators']"
1892,Roger Connor,155,4131,1483,59,23,['1B'],['Philadelphia Phillies']
1892,Tom Brown,153,4023,351,37,34,['OF'],['Louisville Colonels']
1892,Tom Daly,124,3177,260,170,33,"['C', '2B', '3B', 'OF']",['Brooklyn Grooms']
1892,Tommy Corcoran,151,4041,291,495,64,['SS'],['Brooklyn Grooms']
1892,Wilbert Robinson,90,2106,349,86,38,"['C', '1B', 'OF']",['Baltimore Orioles']
1892,Willie Keeler,14,321,15,21,5,['3B'],['New York Giants']
1893,Arlie Latham,127,3411,172,281,55,['3B'],['Cincinnati Reds']
1893,Bid McPhee,127,3396,396,455,41,['2B'],['Cincinnati Reds']
1893,Bill Dahlen,118,2988,286,337,72,"['OF', '2B', '3B', 'SS']",['Chicago Colts']
1893,Bill Hallman,132,3429,388,375,36,"['2B', '1B']",['Philadelphia Phillies']
1893,Billy Hamilton,82,2253,228,8,16,['OF'],['Philadelphia Phillies']
1893,Bobby Lowe,126,3342,320,425,52,"['2B', 'SS']",['Boston Beaneaters']
1893,Buck Ewing,119,3093,217,29,21,"['2B', '1B', 'C', 'OF']",['Cleveland Spiders']
1893,Cap Anson,101,2664,997,44,20,['1B'],['Chicago Colts']
1893,Charles Zimmer,57,1422,169,73,8,"['C', '3B']",['Cleveland Spiders']
1893,Clark Griffith,4,60,2,6,0,['P'],['Chicago Colts']
1893,Cy Young,53,1269,27,112,8,['P'],['Cleveland Spiders']
1893,Dan Brouthers,77,1983,736,47,11,['1B'],['Brooklyn Grooms']
1893,Deacon McGuire,62,1428,287,56,34,"['C', '1B']",['Washington Senators']
1893,Duke Farrell,125,3240,411,232,57,"['C', '1B', '3B']",['Washington Senators']
1893,Ed Delahanty,138,3723,391,78,26,"['2B', '1B', 'OF']",['Philadelphia Phillies']
1893,Elmer Smith,128,3390,271,20,25,['OF'],['Pittsburgh Pirates']
1893,Fred Pfeffer,125,3207,355,398,49,['2B'],['Louisville Colonels']
1893,George Davis,134,3534,181,307,64,"['3B', 'SS']",['New York Giants']
1893,George Van Haltren,125,3291,245,69,49,"['OF', '2B', 'SS']",['Pittsburgh Pirates']
1893,Heinie Peitz,100,2583,388,116,33,"['C', '1B', 'SS', 'OF']",['St. Louis Browns']
1893,Herman Long,128,3414,282,487,100,"['2B', 'SS']",['Boston Beaneaters']
1893,Hugh Duffy,131,3471,313,15,16,['OF'],['Boston Beaneaters']
1893,Hughie Jennings,39,990,86,126,25,"['OF', 'SS']","['Baltimore Orioles', 'Louisville Colonels']"
1893,Jack Clements,93,2424,330,76,26,"['C', '1B']",['Philadelphia Phillies']
1893,Jack Doyle,85,2193,266,89,34,"['C', '1B', '3B', 'OF', 'SS']",['New York Giants']
1893,Jack Glasscock,114,3048,240,398,53,['SS'],"['St. Louis Browns', 'Pittsburgh Pirates']"
1893,Jack O'Connor,100,2415,252,70,19,"['C', 'OF']",['Cleveland Spiders']
1893,Jack Taylor,28,555,16,42,3,"['OF', 'P']",['Philadelphia Phillies']
1893,Jake Beckley,131,3495,1360,95,21,['1B'],['Pittsburgh Pirates']
1893,Jesse Burkett,125,3327,239,19,46,['OF'],['Cleveland Spiders']
1893,Jim O'Rourke,129,3312,487,52,27,"['C', '1B', 'OF']",['Washington Senators']
1893,Jimmy Ryan,84,2139,182,41,25,"['OF', 'SS', 'P']",['Chicago Colts']
1893,Joe Kelley,125,3306,307,22,21,['OF'],['Baltimore Orioles']
1893,Joe Quinn,135,3612,354,366,44,['2B'],['St. Louis Browns']
1893,John McGraw,128,3189,234,350,68,"['OF', 'SS']",['Baltimore Orioles']
1893,John Ward,134,3597,348,464,73,['2B'],['New York Giants']
1893,Kid Gleason,60,1452,53,91,16,"['OF', 'SS', 'P']",['St. Louis Browns']
1893,King Kelly,18,426,55,22,10,"['C', 'OF']",['New York Giants']
1893,Lave Cross,96,2574,291,182,27,"['C', '1B', '3B', 'OF', 'SS']",['Philadelphia Phillies']
1893,Malachi Kittridge,70,1734,260,81,22,['C'],['Chicago Colts']
1893,Mike Griffin,95,2478,234,25,10,"['OF', '2B']",['Brooklyn Grooms']
1893,Patsy Donovan,112,2901,178,16,13,['OF'],['Pittsburgh Pirates']
1893,Roger Connor,136,3609,1423,83,40,"['1B', '3B']",['New York Giants']
1893,Tom Brown,122,3168,339,39,29,['OF'],['Louisville Colonels']
1893,Tom Daly,127,3516,287,348,77,"['2B', '3B']",['Brooklyn Grooms']
1893,Tommy Corcoran,115,3066,218,444,68,['SS'],['Brooklyn Grooms']
1893,Wilbert Robinson,94,2334,350,72,26,"['C', '1B']",['Baltimore Orioles']
1893,Willie Keeler,27,651,34,39,16,"['OF', '2B', '3B', 'SS']","['Brooklyn Grooms', 'New York Giants']"
1894,Arlie Latham,131,3342,164,256,67,"['2B', '3B']",['Cincinnati Reds']
1894,Bid McPhee,128,3300,392,451,49,['2B'],['Cincinnati Reds']
1894,Bill Dahlen,122,3291,288,387,75,"['3B', 'SS']",['Chicago Colts']
1894,Bill Hallman,122,3132,324,329,48,['2B'],['Philadelphia Phillies']
1894,Billy Hamilton,132,3447,370,15,15,['OF'],['Philadelphia Phillies']
1894,Bobby Lowe,133,3438,348,408,59,"['2B', '3B', 'SS']",['Boston Beaneaters']
1894,Bobby Wallace,4,78,2,9,0,['P'],['Cleveland Spiders']
1894,Buck Ewing,53,1311,87,8,10,"['OF', '2B']",['Cleveland Spiders']
1894,Cap Anson,84,2148,747,48,8,"['2B', '1B']",['Chicago Colts']
1894,Charles Zimmer,89,2244,289,100,15,['C'],['Cleveland Spiders']
1894,Clark Griffith,44,906,27,46,10,"['OF', 'SS', 'P']",['Chicago Colts']
1894,Cy Young,52,1227,16,108,7,['P'],['Cleveland Spiders']
1894,Dan Brouthers,123,3210,1184,65,31,['1B'],['Baltimore Orioles']
1894,Deacon McGuire,104,2595,288,114,36,['C'],['Washington Senators']
1894,Duke Farrell,114,2991,514,149,53,"['C', '1B', '3B']",['New York Giants']
1894,Ed Delahanty,125,3219,330,96,42,"['1B', '3B', 'OF', '2B', 'SS']",['Philadelphia Phillies']
1894,Elmer Smith,127,3336,276,18,21,"['OF', 'P']",['Pittsburgh Pirates']
1894,Fred Clarke,76,1959,163,15,23,['OF'],['Louisville Colonels']
1894,Fred Pfeffer,107,2721,290,344,48,"['2B', 'SS', 'P']",['Louisville Colonels']
1894,Fred Tenney,27,579,64,22,11,"['C', '1B', 'OF']",['Boston Beaneaters']
1894,George Davis,124,3270,155,252,41,['3B'],['New York Giants']
1894,George Van Haltren,139,3681,304,30,31,['OF'],['New York Giants']
1894,Heinie Peitz,101,2424,320,136,33,"['C', '1B', '3B', 'P']",['St. Louis Browns']
1894,Herman Long,106,2718,239,365,78,"['OF', '2B', 'SS']",['Boston Beaneaters']
1894,Hugh Duffy,126,3237,319,33,31,"['OF', 'SS']",['Boston Beaneaters']
1894,Hughie Jennings,128,3330,307,499,63,['SS'],['Baltimore Orioles']
1894,Jack Clements,48,1233,185,35,14,['C'],['Philadelphia Phillies']
1894,Jack Doyle,107,2802,1018,67,42,"['C', '1B']",['New York Giants']
1894,Jack Glasscock,86,2250,191,297,35,['SS'],['Pittsburgh Pirates']
1894,Jack O'Connor,85,2172,304,46,21,"['C', '1B', 'OF']",['Cleveland Spiders']
1894,Jack Ryan,53,1263,173,47,21,"['C', '1B']",['Boston Beaneaters']
1894,Jack Taylor,41,894,13,68,12,['P'],['Philadelphia Phillies']
1894,Jake Beckley,132,3459,1230,85,30,['1B'],['Pittsburgh Pirates']
1894,Jesse Burkett,126,3249,242,17,24,"['OF', 'P']",['Cleveland Spiders']
1894,Jimmy Ryan,110,2919,224,22,25,['OF'],['Chicago Colts']
1894,Joe Kelley,129,3336,276,16,15,['OF'],['Baltimore Orioles']
1894,Joe Quinn,106,2829,341,339,34,['2B'],['St. Louis Browns']
1894,John Anderson,17,333,22,1,6,"['OF', '3B']",['Brooklyn Grooms']
1894,John McGraw,124,3099,143,265,48,"['2B', '3B']",['Baltimore Orioles']
1894,John Ward,138,3603,333,453,66,['2B'],['New York Giants']
1894,Kid Gleason,31,744,41,38,7,"['1B', 'P']","['Baltimore Orioles', 'St. Louis Browns']"
1894,Lave Cross,127,3015,230,268,42,"['C', '2B', '3B', 'SS']",['Philadelphia Phillies']
1894,Malachi Kittridge,51,1290,209,36,20,['C'],['Chicago Colts']
1894,Mike Griffin,107,2790,297,14,11,['OF'],['Brooklyn Grooms']
1894,Patsy Donovan,133,3504,269,23,21,['OF'],['Pittsburgh Pirates']
1894,Roger Connor,121,3168,1092,83,32,"['OF', '1B']","['New York Giants', 'St. Louis Browns']"
1894,Tom Brown,130,3315,332,21,34,['OF'],['Louisville Colonels']
1894,Tom Daly,124,3246,320,357,68,['2B'],['Brooklyn Grooms']
1894,Tommy Corcoran,129,3318,280,439,76,['SS'],['Brooklyn Grooms']
